id,gradeId,classId,teacherId,day,period,subjectId
175,3,5,staff_ks_004,THURSDAY,PERIOD2,5
176,3,5,staff_ks_004,THURSDAY,PERIOD4,8
177,3,5,staff_ks_004,THURSDAY,PERIOD5,9
178,3,5,staff_ks_004,THURSDAY,PERIOD6,10
179,3,5,staff_ks_004,THURSDAY,PERIOD7,14
180,3,5,staff_ks_004,THURSDAY,PERIOD8,16
181,3,5,staff_ks_004,FRIDAY,PERIOD1,20
182,3,5,staff_ks_004,FRIDAY,PERIOD3,21
183,3,5,staff_ks_004,FRIDAY,PERIOD4,24
184,3,5,staff_ks_004,FRIDAY,PERIOD5,26
185,3,5,staff_ks_004,FRIDAY,PERIOD6,27
186,3,5,staff_ks_004,FRIDAY,PERIOD7,5
187,3,5,staff_ks_004,FRIDAY,PERIOD8,8
188,3,5,staff_ks_004,SATURDAY,PERIOD1,9
189,3,5,staff_ks_004,SATURDAY,PERIOD2,10
190,3,5,staff_ks_004,SATURDAY,PERIOD4,14
191,3,6,staff_ks_005,MONDAY,PERIOD1,5
192,3,6,staff_ks_005,MONDAY,PERIOD2,8
193,3,6,staff_ks_005,MONDAY,PERIOD3,9
194,3,6,staff_ks_005,MONDAY,PERIOD4,10
195,3,6,staff_ks_005,MONDAY,PERIOD6,14
196,3,6,staff_ks_005,MONDAY,PERIOD7,16
197,3,6,staff_ks_005,MONDAY,PERIOD8,20
198,3,6,staff_ks_005,TUESDAY,PERIOD1,21
199,3,6,staff_ks_005,TUESDAY,PERIOD2,24
200,3,6,staff_ks_005,TUESDAY,PERIOD4,26
201,3,6,staff_ks_005,TUESDAY,PERIOD5,27
202,3,6,staff_ks_005,TUESDAY,PERIOD6,5
203,3,6,staff_ks_005,TUESDAY,PERIOD7,8
204,3,6,staff_ks_005,TUESDAY,PERIOD8,9
205,3,6,staff_ks_005,WEDNESDAY,PERIOD2,10
206,3,6,staff_ks_005,WEDNESDAY,PERIOD3,14
207,3,6,staff_ks_005,WEDNESDAY,PERIOD4,16
208,3,6,staff_ks_005,WEDNESDAY,PERIOD5,20
209,3,6,staff_ks_005,WEDNESDAY,PERIOD6,21
210,3,6,staff_ks_005,WEDNESDAY,PERIOD7,24
211,3,6,staff_ks_005,WEDNESDAY,PERIOD8,26
212,3,6,staff_ks_005,THURSDAY,PERIOD1,27
213,3,6,staff_ks_005,THURSDAY,PERIOD2,5
214,3,6,staff_ks_005,THURSDAY,PERIOD3,8
215,3,6,staff_ks_005,THURSDAY,PERIOD4,9
216,3,6,staff_ks_005,THURSDAY,PERIOD5,10
217,3,6,staff_ks_005,THURSDAY,PERIOD6,14
218,3,6,staff_ks_005,THURSDAY,PERIOD8,16
219,3,6,staff_ks_005,FRIDAY,PERIOD1,20
220,3,6,staff_ks_005,FRIDAY,PERIOD3,21
221,3,6,staff_ks_005,FRIDAY,PERIOD4,24
222,3,6,staff_ks_005,FRIDAY,PERIOD5,26
223,3,6,staff_ks_005,FRIDAY,PERIOD6,27
224,3,6,staff_ks_005,FRIDAY,PERIOD7,5
225,3,6,staff_ks_005,FRIDAY,PERIOD8,8
226,3,6,staff_ks_005,SATURDAY,PERIOD1,9
227,3,6,staff_ks_005,SATURDAY,PERIOD3,10
228,3,6,staff_ks_005,SATURDAY,PERIOD4,14
229,4,7,staff_ks_007,MONDAY,PERIOD1,4
230,4,7,staff_ks_007,MONDAY,PERIOD2,5
231,4,7,staff_ks_007,MONDAY,PERIOD4,6
232,4,7,staff_ks_007,MONDAY,PERIOD5,7
233,4,7,staff_ks_007,MONDAY,PERIOD6,10
234,4,7,staff_ks_007,MONDAY,PERIOD7,11
235,4,7,staff_ks_007,MONDAY,PERIOD8,14
236,4,7,staff_ks_007,TUESDAY,PERIOD2,16
237,4,7,staff_ks_007,TUESDAY,PERIOD3,18
238,4,7,staff_ks_007,TUESDAY,PERIOD4,19
239,4,7,staff_ks_007,TUESDAY,PERIOD5,23
240,4,7,staff_ks_007,TUESDAY,PERIOD6,26
241,4,7,staff_ks_007,TUESDAY,PERIOD7,27
242,4,7,staff_ks_007,TUESDAY,PERIOD8,4
243,4,7,staff_ks_007,WEDNESDAY,PERIOD1,5
244,4,7,staff_ks_007,WEDNESDAY,PERIOD2,6
245,4,7,staff_ks_007,WEDNESDAY,PERIOD3,7
246,4,7,staff_ks_007,WEDNESDAY,PERIOD4,10
247,4,7,staff_ks_007,WEDNESDAY,PERIOD6,11
248,4,7,staff_ks_007,WEDNESDAY,PERIOD7,14
249,4,7,staff_ks_007,WEDNESDAY,PERIOD8,16
250,4,7,staff_ks_007,THURSDAY,PERIOD2,18
251,4,7,staff_ks_007,THURSDAY,PERIOD3,19
252,4,7,staff_ks_007,THURSDAY,PERIOD4,23
253,4,7,staff_ks_007,THURSDAY,PERIOD5,26
254,4,7,staff_ks_007,THURSDAY,PERIOD6,27
255,4,7,staff_ks_007,THURSDAY,PERIOD7,4
256,4,7,staff_ks_007,THURSDAY,PERIOD8,5
257,4,7,staff_ks_007,FRIDAY,PERIOD1,6
258,4,7,staff_ks_007,FRIDAY,PERIOD2,7
259,4,7,staff_ks_007,FRIDAY,PERIOD3,10
260,4,7,staff_ks_007,FRIDAY,PERIOD5,11
261,4,7,staff_ks_007,FRIDAY,PERIOD6,14
262,4,7,staff_ks_007,FRIDAY,PERIOD7,16
263,4,7,staff_ks_007,FRIDAY,PERIOD8,18
264,4,7,staff_ks_007,SATURDAY,PERIOD2,19
265,4,7,staff_ks_007,SATURDAY,PERIOD3,23
266,4,7,staff_ks_007,SATURDAY,PERIOD4,26
267,4,8,staff_ks_008,MONDAY,PERIOD1,4
268,4,8,staff_ks_008,MONDAY,PERIOD2,5
269,4,8,staff_ks_008,MONDAY,PERIOD3,6
270,4,8,staff_ks_008,MONDAY,PERIOD4,7
271,4,8,staff_ks_008,MONDAY,PERIOD5,10
272,4,8,staff_ks_008,MONDAY,PERIOD6,11
273,4,8,staff_ks_008,MONDAY,PERIOD8,14
274,4,8,staff_ks_008,TUESDAY,PERIOD1,16
275,4,8,staff_ks_008,TUESDAY,PERIOD2,18
276,4,8,staff_ks_008,TUESDAY,PERIOD3,19
277,4,8,staff_ks_008,TUESDAY,PERIOD5,23
278,4,8,staff_ks_008,TUESDAY,PERIOD6,26
279,4,8,staff_ks_008,TUESDAY,PERIOD7,27
280,4,8,staff_ks_008,TUESDAY,PERIOD8,4
281,4,8,staff_ks_008,WEDNESDAY,PERIOD1,5
282,4,8,staff_ks_008,WEDNESDAY,PERIOD2,6
283,4,8,staff_ks_008,WEDNESDAY,PERIOD3,7
284,4,8,staff_ks_008,WEDNESDAY,PERIOD4,10
285,4,8,staff_ks_008,WEDNESDAY,PERIOD5,11
286,4,8,staff_ks_008,WEDNESDAY,PERIOD7,14
287,4,8,staff_ks_008,WEDNESDAY,PERIOD8,16
288,4,8,staff_ks_008,THURSDAY,PERIOD1,18
289,4,8,staff_ks_008,THURSDAY,PERIOD2,19
290,4,8,staff_ks_008,THURSDAY,PERIOD3,23
291,4,8,staff_ks_008,THURSDAY,PERIOD4,26
292,4,8,staff_ks_008,THURSDAY,PERIOD6,27
293,4,8,staff_ks_008,THURSDAY,PERIOD7,4
294,4,8,staff_ks_008,THURSDAY,PERIOD8,5
295,4,8,staff_ks_008,FRIDAY,PERIOD1,6
296,4,8,staff_ks_008,FRIDAY,PERIOD2,7
297,4,8,staff_ks_008,FRIDAY,PERIOD3,10
298,4,8,staff_ks_008,FRIDAY,PERIOD4,11
299,4,8,staff_ks_008,FRIDAY,PERIOD6,14
300,4,8,staff_ks_008,FRIDAY,PERIOD7,16
301,4,8,staff_ks_008,FRIDAY,PERIOD8,18
302,4,8,staff_ks_008,SATURDAY,PERIOD1,19
303,4,8,staff_ks_008,SATURDAY,PERIOD2,23
304,4,8,staff_ks_008,SATURDAY,PERIOD3,26
305,4,9,staff_ks_009,MONDAY,PERIOD1,4
306,4,9,staff_ks_009,MONDAY,PERIOD2,5
307,4,9,staff_ks_009,MONDAY,PERIOD4,6
308,4,9,staff_ks_009,MONDAY,PERIOD5,7
309,4,9,staff_ks_009,MONDAY,PERIOD6,10
310,4,9,staff_ks_009,MONDAY,PERIOD7,11
311,4,9,staff_ks_009,MONDAY,PERIOD8,14
312,4,9,staff_ks_009,TUESDAY,PERIOD1,16
313,4,9,staff_ks_009,TUESDAY,PERIOD2,18
314,4,9,staff_ks_009,TUESDAY,PERIOD3,19
315,4,9,staff_ks_009,TUESDAY,PERIOD4,23
316,4,9,staff_ks_009,TUESDAY,PERIOD6,26
317,4,9,staff_ks_009,TUESDAY,PERIOD7,27
318,4,9,staff_ks_009,TUESDAY,PERIOD8,4
319,4,9,staff_ks_009,WEDNESDAY,PERIOD1,5
320,4,9,staff_ks_009,WEDNESDAY,PERIOD2,6
321,4,9,staff_ks_009,WEDNESDAY,PERIOD3,7
322,4,9,staff_ks_009,WEDNESDAY,PERIOD4,10
323,4,9,staff_ks_009,WEDNESDAY,PERIOD5,11
324,4,9,staff_ks_009,WEDNESDAY,PERIOD6,14
325,4,9,staff_ks_009,WEDNESDAY,PERIOD7,16
326,4,9,staff_ks_009,THURSDAY,PERIOD1,18
327,4,9,staff_ks_009,THURSDAY,PERIOD2,19
328,4,9,staff_ks_009,THURSDAY,PERIOD4,23
329,4,9,staff_ks_009,THURSDAY,PERIOD5,26
330,4,9,staff_ks_009,THURSDAY,PERIOD6,27
331,4,9,staff_ks_009,THURSDAY,PERIOD7,4
332,4,9,staff_ks_009,THURSDAY,PERIOD8,5
333,4,9,staff_ks_009,FRIDAY,PERIOD1,6
334,4,9,staff_ks_009,FRIDAY,PERIOD2,7
335,4,9,staff_ks_009,FRIDAY,PERIOD3,10
336,4,9,staff_ks_009,FRIDAY,PERIOD4,11
337,4,9,staff_ks_009,FRIDAY,PERIOD5,14
338,4,9,staff_ks_009,FRIDAY,PERIOD7,16
339,4,9,staff_ks_009,FRIDAY,PERIOD8,18
340,4,9,staff_ks_009,SATURDAY,PERIOD1,19
341,4,9,staff_ks_009,SATURDAY,PERIOD2,23
342,4,9,staff_ks_009,SATURDAY,PERIOD4,26
343,4,10,staff_ks_012,MONDAY,PERIOD1,4
344,4,10,staff_ks_012,MONDAY,PERIOD2,5
345,4,10,staff_ks_012,MONDAY,PERIOD3,6
346,4,10,staff_ks_012,MONDAY,PERIOD4,7
347,4,10,staff_ks_012,MONDAY,PERIOD6,10
348,4,10,staff_ks_012,MONDAY,PERIOD7,11
349,4,10,staff_ks_012,MONDAY,PERIOD8,14
350,4,10,staff_ks_012,TUESDAY,PERIOD1,16
351,4,10,staff_ks_012,TUESDAY,PERIOD2,18
352,4,10,staff_ks_012,TUESDAY,PERIOD3,19
353,4,10,staff_ks_012,TUESDAY,PERIOD4,23
354,4,10,staff_ks_012,TUESDAY,PERIOD5,26
355,4,10,staff_ks_012,TUESDAY,PERIOD6,27
356,4,10,staff_ks_012,TUESDAY,PERIOD8,4
357,4,10,staff_ks_012,WEDNESDAY,PERIOD1,5
358,4,10,staff_ks_012,WEDNESDAY,PERIOD2,6
359,4,10,staff_ks_012,WEDNESDAY,PERIOD3,7
360,4,10,staff_ks_012,WEDNESDAY,PERIOD4,10
361,4,10,staff_ks_012,WEDNESDAY,PERIOD6,11
362,4,10,staff_ks_012,WEDNESDAY,PERIOD7,14
363,4,10,staff_ks_012,WEDNESDAY,PERIOD8,16
364,4,10,staff_ks_012,THURSDAY,PERIOD1,18
365,4,10,staff_ks_012,THURSDAY,PERIOD2,19
366,4,10,staff_ks_012,THURSDAY,PERIOD3,23
367,4,10,staff_ks_012,THURSDAY,PERIOD4,26
368,4,10,staff_ks_012,THURSDAY,PERIOD5,27
369,4,10,staff_ks_012,THURSDAY,PERIOD7,4
370,4,10,staff_ks_012,THURSDAY,PERIOD8,5
371,4,10,staff_ks_012,FRIDAY,PERIOD1,6
372,4,10,staff_ks_012,FRIDAY,PERIOD2,7
373,4,10,staff_ks_012,FRIDAY,PERIOD4,10
374,4,10,staff_ks_012,FRIDAY,PERIOD5,11
375,4,10,staff_ks_012,FRIDAY,PERIOD6,14
376,4,10,staff_ks_012,FRIDAY,PERIOD7,16
377,4,10,staff_ks_012,FRIDAY,PERIOD8,18
378,4,10,staff_ks_012,SATURDAY,PERIOD2,19
379,4,10,staff_ks_012,SATURDAY,PERIOD3,23
380,4,10,staff_ks_012,SATURDAY,PERIOD4,26
381,5,11,staff_ks_015,MONDAY,PERIOD1,4
382,5,11,staff_ks_015,MONDAY,PERIOD2,5
383,5,11,staff_ks_015,MONDAY,PERIOD4,6
384,5,11,staff_ks_015,MONDAY,PERIOD5,7
385,5,11,staff_ks_015,MONDAY,PERIOD6,10
386,5,11,staff_ks_015,MONDAY,PERIOD7,11
387,5,11,staff_ks_015,MONDAY,PERIOD8,14
388,5,11,staff_ks_015,TUESDAY,PERIOD1,16
389,5,11,staff_ks_015,TUESDAY,PERIOD2,18
390,5,11,staff_ks_015,TUESDAY,PERIOD3,19
391,5,11,staff_ks_015,TUESDAY,PERIOD4,23
392,5,11,staff_ks_015,TUESDAY,PERIOD5,26
393,5,11,staff_ks_015,TUESDAY,PERIOD6,4
394,5,11,staff_ks_015,TUESDAY,PERIOD8,5
395,5,11,staff_ks_015,WEDNESDAY,PERIOD1,6
396,5,11,staff_ks_015,WEDNESDAY,PERIOD2,7
397,5,11,staff_ks_015,WEDNESDAY,PERIOD3,10
398,5,11,staff_ks_015,WEDNESDAY,PERIOD5,11
399,5,11,staff_ks_015,WEDNESDAY,PERIOD6,14
400,5,11,staff_ks_015,WEDNESDAY,PERIOD7,16
401,5,11,staff_ks_015,WEDNESDAY,PERIOD8,18
402,5,11,staff_ks_015,THURSDAY,PERIOD2,19
403,5,11,staff_ks_015,THURSDAY,PERIOD3,23
404,5,11,staff_ks_015,THURSDAY,PERIOD4,26
405,5,11,staff_ks_015,THURSDAY,PERIOD5,4
406,5,11,staff_ks_015,THURSDAY,PERIOD6,5
407,5,11,staff_ks_015,THURSDAY,PERIOD7,6
408,5,11,staff_ks_015,THURSDAY,PERIOD8,7
409,5,11,staff_ks_015,FRIDAY,PERIOD1,10
410,5,11,staff_ks_015,FRIDAY,PERIOD2,11
411,5,11,staff_ks_015,FRIDAY,PERIOD3,14
412,5,11,staff_ks_015,FRIDAY,PERIOD4,16
413,5,11,staff_ks_015,FRIDAY,PERIOD5,18
414,5,11,staff_ks_015,FRIDAY,PERIOD6,19
415,5,11,staff_ks_015,FRIDAY,PERIOD7,23
416,5,11,staff_ks_015,SATURDAY,PERIOD1,26
417,5,11,staff_ks_015,SATURDAY,PERIOD3,4
418,5,11,staff_ks_015,SATURDAY,PERIOD4,5
419,5,12,staff_ks_016,MONDAY,PERIOD1,4
420,5,12,staff_ks_016,MONDAY,PERIOD2,5
421,5,12,staff_ks_016,MONDAY,PERIOD4,6
422,5,12,staff_ks_016,MONDAY,PERIOD5,7
423,5,12,staff_ks_016,MONDAY,PERIOD6,10
424,5,12,staff_ks_016,MONDAY,PERIOD7,11
425,5,12,staff_ks_016,MONDAY,PERIOD8,14
426,5,12,staff_ks_016,TUESDAY,PERIOD1,16
427,5,12,staff_ks_016,TUESDAY,PERIOD2,18
428,5,12,staff_ks_016,TUESDAY,PERIOD3,19
429,5,12,staff_ks_016,TUESDAY,PERIOD4,23
430,5,12,staff_ks_016,TUESDAY,PERIOD6,26
431,5,12,staff_ks_016,TUESDAY,PERIOD7,4
432,5,12,staff_ks_016,TUESDAY,PERIOD8,5
433,5,12,staff_ks_016,WEDNESDAY,PERIOD1,6
434,5,12,staff_ks_016,WEDNESDAY,PERIOD2,7
435,5,12,staff_ks_016,WEDNESDAY,PERIOD3,10
436,5,12,staff_ks_016,WEDNESDAY,PERIOD4,11
437,5,12,staff_ks_016,WEDNESDAY,PERIOD5,14
438,5,12,staff_ks_016,WEDNESDAY,PERIOD6,16
439,5,12,staff_ks_016,WEDNESDAY,PERIOD7,18
440,5,12,staff_ks_016,THURSDAY,PERIOD1,19
441,5,12,staff_ks_016,THURSDAY,PERIOD2,23
442,5,12,staff_ks_016,THURSDAY,PERIOD3,26
443,5,12,staff_ks_016,THURSDAY,PERIOD4,4
444,5,12,staff_ks_016,THURSDAY,PERIOD6,5
445,5,12,staff_ks_016,THURSDAY,PERIOD7,6
446,5,12,staff_ks_016,THURSDAY,PERIOD8,7
447,5,12,staff_ks_016,FRIDAY,PERIOD1,10
448,5,12,staff_ks_016,FRIDAY,PERIOD2,11
449,5,12,staff_ks_016,FRIDAY,PERIOD3,14
450,5,12,staff_ks_016,FRIDAY,PERIOD4,16
451,5,12,staff_ks_016,FRIDAY,PERIOD5,18
452,5,12,staff_ks_016,FRIDAY,PERIOD6,19
453,5,12,staff_ks_016,FRIDAY,PERIOD8,23
454,5,12,staff_ks_016,SATURDAY,PERIOD1,26
455,5,12,staff_ks_016,SATURDAY,PERIOD2,4
456,5,12,staff_ks_016,SATURDAY,PERIOD3,5
457,5,13,staff_ks_017,MONDAY,PERIOD2,4
458,5,13,staff_ks_017,MONDAY,PERIOD3,5
459,5,13,staff_ks_017,MONDAY,PERIOD4,6
460,5,13,staff_ks_017,MONDAY,PERIOD5,7
461,5,13,staff_ks_017,MONDAY,PERIOD6,10
462,5,13,staff_ks_017,MONDAY,PERIOD7,11
