studentId,term,amount,discountAmount,fineAmount,receiptDate,remarks
83b8e51e-b50c-40a8-896d-be3513a2e774,TERM_4,6050,0,0,04-01-2025,Fees Collected for TERM_4 ON 04-01-2025
5feca0c5-3430-4268-86af-610fdc8627e1,TERM_1,6050,0,0,11-10-2024,Fees Collected for TERM_1 ON 11-10-2024
5feca0c5-3430-4268-86af-610fdc8627e1,TERM_2,6050,0,0,14-08-2024,Fees Collected for TERM_2 ON 14-08-2024
5feca0c5-3430-4268-86af-610fdc8627e1,TERM_3,6050,0,0,04-07-2025,Fees Collected for TERM_3 ON 04-07-2025
5feca0c5-3430-4268-86af-610fdc8627e1,TERM_4,6050,0,0,20-10-2025,Fees Collected for TERM_4 ON 20-10-2025
b2d79f2d-a903-42a4-a736-7dc02884d935,TERM_1,6050,0,0,02-02-2025,Fees Collected for TERM_1 ON 02-02-2025
b2d79f2d-a903-42a4-a736-7dc02884d935,TERM_2,6050,0,0,09-10-2024,Fees Collected for TERM_2 ON 09-10-2024
b2d79f2d-a903-42a4-a736-7dc02884d935,TERM_3,6050,0,0,06-06-2025,Fees Collected for TERM_3 ON 06-06-2025
b2d79f2d-a903-42a4-a736-7dc02884d935,TERM_4,6050,0,0,24-10-2025,Fees Collected for TERM_4 ON 24-10-2025
ee7a9a92-a79a-45b7-93ac-0eeba1b87995,TERM_1,6050,0,0,19-11-2025,Fees Collected for TERM_1 ON 19-11-2025
ee7a9a92-a79a-45b7-93ac-0eeba1b87995,TERM_2,6050,0,0,04-03-2025,Fees Collected for TERM_2 ON 04-03-2025
ee7a9a92-a79a-45b7-93ac-0eeba1b87995,TERM_3,6050,0,0,08-04-2025,Fees Collected for TERM_3 ON 08-04-2025
ee7a9a92-a79a-45b7-93ac-0eeba1b87995,TERM_4,6050,0,0,19-08-2024,Fees Collected for TERM_4 ON 19-08-2024
94986eb9-ae99-41ac-96ee-9a45e997964b,TERM_1,6050,0,0,27-10-2024,Fees Collected for TERM_1 ON 27-10-2024
94986eb9-ae99-41ac-96ee-9a45e997964b,TERM_2,6050,0,0,13-07-2025,Fees Collected for TERM_2 ON 13-07-2025
94986eb9-ae99-41ac-96ee-9a45e997964b,TERM_3,6050,0,0,11-11-2025,Fees Collected for TERM_3 ON 11-11-2025
94986eb9-ae99-41ac-96ee-9a45e997964b,TERM_4,6050,0,0,29-10-2024,Fees Collected for TERM_4 ON 29-10-2024
ee6ed062-3f8c-4d5e-b613-efad76788e62,TERM_1,6050,0,0,11-07-2025,Fees Collected for TERM_1 ON 11-07-2025
ee6ed062-3f8c-4d5e-b613-efad76788e62,TERM_2,6050,0,0,09-11-2024,Fees Collected for TERM_2 ON 09-11-2024
ee6ed062-3f8c-4d5e-b613-efad76788e62,TERM_3,6050,0,0,22-12-2024,Fees Collected for TERM_3 ON 22-12-2024
ee6ed062-3f8c-4d5e-b613-efad76788e62,TERM_4,5550,500,0,30-07-2025,Fees Collected for TERM_4 ON 30-07-2025
2ad0d8cd-b684-4654-97e2-6db08758dc5e,TERM_1,6050,0,0,30-06-2025,Fees Collected for TERM_1 ON 30-06-2025
2ad0d8cd-b684-4654-97e2-6db08758dc5e,TERM_2,6050,0,0,07-04-2025,Fees Collected for TERM_2 ON 07-04-2025
2ad0d8cd-b684-4654-97e2-6db08758dc5e,TERM_3,6050,0,0,18-12-2024,Fees Collected for TERM_3 ON 18-12-2024
2ad0d8cd-b684-4654-97e2-6db08758dc5e,TERM_4,6050,0,0,29-06-2025,Fees Collected for TERM_4 ON 29-06-2025
b8f20cdb-138f-47b7-87a9-5114cde15b3f,TERM_1,6050,0,0,31-07-2025,Fees Collected for TERM_1 ON 31-07-2025
b8f20cdb-138f-47b7-87a9-5114cde15b3f,TERM_2,6050,0,0,12-08-2025,Fees Collected for TERM_2 ON 12-08-2025
b8f20cdb-138f-47b7-87a9-5114cde15b3f,TERM_3,6050,0,0,28-02-2025,Fees Collected for TERM_3 ON 28-02-2025
b8f20cdb-138f-47b7-87a9-5114cde15b3f,TERM_4,6050,0,0,19-03-2025,Fees Collected for TERM_4 ON 19-03-2025
f2b16be4-27b3-427e-9f90-e6cc316ff42e,TERM_1,6050,0,0,13-11-2025,Fees Collected for TERM_1 ON 13-11-2025
f2b16be4-27b3-427e-9f90-e6cc316ff42e,TERM_2,6050,0,0,02-07-2025,Fees Collected for TERM_2 ON 02-07-2025
f2b16be4-27b3-427e-9f90-e6cc316ff42e,TERM_3,6050,0,0,17-03-2025,Fees Collected for TERM_3 ON 17-03-2025
f2b16be4-27b3-427e-9f90-e6cc316ff42e,TERM_4,6050,0,0,22-11-2025,Fees Collected for TERM_4 ON 22-11-2025
f51e9f2b-fc3d-4187-a349-e780bb0f8912,TERM_1,6050,0,0,20-09-2024,Fees Collected for TERM_1 ON 20-09-2024
f51e9f2b-fc3d-4187-a349-e780bb0f8912,TERM_2,6050,0,0,11-12-2024,Fees Collected for TERM_2 ON 11-12-2024
f51e9f2b-fc3d-4187-a349-e780bb0f8912,TERM_3,6050,0,0,27-03-2025,Fees Collected for TERM_3 ON 27-03-2025
f51e9f2b-fc3d-4187-a349-e780bb0f8912,TERM_4,6050,0,0,22-06-2024,Fees Collected for TERM_4 ON 22-06-2024
6b49cf7d-0af4-4fa6-88b1-dad5cbba2acd,TERM_1,6050,0,0,19-08-2024,Fees Collected for TERM_1 ON 19-08-2024
6b49cf7d-0af4-4fa6-88b1-dad5cbba2acd,TERM_2,6050,0,0,12-11-2025,Fees Collected for TERM_2 ON 12-11-2025
6b49cf7d-0af4-4fa6-88b1-dad5cbba2acd,TERM_3,6050,0,0,03-02-2025,Fees Collected for TERM_3 ON 03-02-2025
6b49cf7d-0af4-4fa6-88b1-dad5cbba2acd,TERM_4,6050,0,0,27-04-2025,Fees Collected for TERM_4 ON 27-04-2025
47984b9d-76d5-483a-a44e-f00298a6e39d,TERM_1,6050,0,0,11-10-2024,Fees Collected for TERM_1 ON 11-10-2024
47984b9d-76d5-483a-a44e-f00298a6e39d,TERM_2,6050,0,0,14-09-2025,Fees Collected for TERM_2 ON 14-09-2025
47984b9d-76d5-483a-a44e-f00298a6e39d,TERM_3,6050,0,0,19-08-2024,Fees Collected for TERM_3 ON 19-08-2024
47984b9d-76d5-483a-a44e-f00298a6e39d,TERM_4,6050,0,0,28-07-2025,Fees Collected for TERM_4 ON 28-07-2025
16b7b0bb-a17c-4a01-92ae-8b0bc54606b0,TERM_1,6050,0,0,18-12-2025,Fees Collected for TERM_1 ON 18-12-2025
16b7b0bb-a17c-4a01-92ae-8b0bc54606b0,TERM_2,6050,0,0,02-07-2024,Fees Collected for TERM_2 ON 02-07-2024
16b7b0bb-a17c-4a01-92ae-8b0bc54606b0,TERM_3,6050,0,0,07-12-2024,Fees Collected for TERM_3 ON 07-12-2024
16b7b0bb-a17c-4a01-92ae-8b0bc54606b0,TERM_4,6050,0,0,15-03-2025,Fees Collected for TERM_4 ON 15-03-2025
759d720c-985b-44d3-802e-a0c477d848a0,TERM_1,6050,0,0,20-03-2025,Fees Collected for TERM_1 ON 20-03-2025
759d720c-985b-44d3-802e-a0c477d848a0,TERM_2,6050,0,0,08-07-2025,Fees Collected for TERM_2 ON 08-07-2025
759d720c-985b-44d3-802e-a0c477d848a0,TERM_3,6050,0,0,20-09-2025,Fees Collected for TERM_3 ON 20-09-2025
759d720c-985b-44d3-802e-a0c477d848a0,TERM_4,0,6050,0,27-02-2025,Fees Collected for TERM_4 ON 27-02-2025
487294ed-c867-4eb9-a962-42164d3dae24,TERM_1,6050,0,0,14-09-2024,Fees Collected for TERM_1 ON 14-09-2024
487294ed-c867-4eb9-a962-42164d3dae24,TERM_2,6050,0,0,20-11-2025,Fees Collected for TERM_2 ON 20-11-2025
487294ed-c867-4eb9-a962-42164d3dae24,TERM_3,6050,0,0,17-12-2025,Fees Collected for TERM_3 ON 17-12-2025
487294ed-c867-4eb9-a962-42164d3dae24,TERM_4,6050,0,0,25-02-2025,Fees Collected for TERM_4 ON 25-02-2025
2f0a967f-df36-49de-b7d1-97575cd0d430,TERM_1,6050,0,0,16-03-2025,Fees Collected for TERM_1 ON 16-03-2025
2f0a967f-df36-49de-b7d1-97575cd0d430,TERM_2,6050,0,0,19-07-2024,Fees Collected for TERM_2 ON 19-07-2024
2f0a967f-df36-49de-b7d1-97575cd0d430,TERM_3,6050,0,0,26-07-2025,Fees Collected for TERM_3 ON 26-07-2025
2f0a967f-df36-49de-b7d1-97575cd0d430,TERM_4,6050,0,0,20-09-2024,Fees Collected for TERM_4 ON 20-09-2024
19703b34-1835-46ed-b777-69462c68e9d2,TERM_1,6050,0,0,20-11-2024,Fees Collected for TERM_1 ON 20-11-2024
19703b34-1835-46ed-b777-69462c68e9d2,TERM_2,6050,0,0,18-06-2025,Fees Collected for TERM_2 ON 18-06-2025
19703b34-1835-46ed-b777-69462c68e9d2,TERM_3,6050,0,0,23-07-2025,Fees Collected for TERM_3 ON 23-07-2025
19703b34-1835-46ed-b777-69462c68e9d2,TERM_4,0,6050,0,04-07-2024,Fees Collected for TERM_4 ON 04-07-2024
6f8fcd9a-ee14-495c-8eb0-1bb9d26bb9c6,TERM_1,6050,0,0,22-05-2025,Fees Collected for TERM_1 ON 22-05-2025
6f8fcd9a-ee14-495c-8eb0-1bb9d26bb9c6,TERM_2,6050,0,0,02-10-2025,Fees Collected for TERM_2 ON 02-10-2025
6f8fcd9a-ee14-495c-8eb0-1bb9d26bb9c6,TERM_3,6050,0,0,15-11-2025,Fees Collected for TERM_3 ON 15-11-2025
6f8fcd9a-ee14-495c-8eb0-1bb9d26bb9c6,TERM_4,6050,0,0,23-07-2025,Fees Collected for TERM_4 ON 23-07-2025
87ae5a6b-0958-43e2-8e99-983d595114da,TERM_1,6050,0,0,10-03-2025,Fees Collected for TERM_1 ON 10-03-2025
87ae5a6b-0958-43e2-8e99-983d595114da,TERM_2,6050,0,0,28-09-2025,Fees Collected for TERM_2 ON 28-09-2025
87ae5a6b-0958-43e2-8e99-983d595114da,TERM_3,6050,0,0,30-09-2025,Fees Collected for TERM_3 ON 30-09-2025
87ae5a6b-0958-43e2-8e99-983d595114da,TERM_4,6050,0,0,26-08-2024,Fees Collected for TERM_4 ON 26-08-2024
567ff7c6-9ae3-432b-9ceb-4a6ba906d485,TERM_1,6050,0,0,01-12-2024,Fees Collected for TERM_1 ON 01-12-2024
567ff7c6-9ae3-432b-9ceb-4a6ba906d485,TERM_2,6050,0,0,28-05-2025,Fees Collected for TERM_2 ON 28-05-2025
567ff7c6-9ae3-432b-9ceb-4a6ba906d485,TERM_3,6050,0,0,25-10-2025,Fees Collected for TERM_3 ON 25-10-2025
567ff7c6-9ae3-432b-9ceb-4a6ba906d485,TERM_4,6050,0,0,18-06-2025,Fees Collected for TERM_4 ON 18-06-2025
2286cc01-cb66-4234-a3c4-8748df4ce17f,TERM_1,6050,0,0,02-10-2025,Fees Collected for TERM_1 ON 02-10-2025
2286cc01-cb66-4234-a3c4-8748df4ce17f,TERM_2,6050,0,0,09-09-2024,Fees Collected for TERM_2 ON 09-09-2024
2286cc01-cb66-4234-a3c4-8748df4ce17f,TERM_3,6050,0,0,18-06-2024,Fees Collected for TERM_3 ON 18-06-2024
2286cc01-cb66-4234-a3c4-8748df4ce17f,TERM_4,6050,0,0,28-10-2024,Fees Collected for TERM_4 ON 28-10-2024
c434e915-8738-435f-bed0-d441fba5e217,TERM_1,6050,0,0,18-02-2025,Fees Collected for TERM_1 ON 18-02-2025
c434e915-8738-435f-bed0-d441fba5e217,TERM_2,6050,0,0,07-12-2025,Fees Collected for TERM_2 ON 07-12-2025
c434e915-8738-435f-bed0-d441fba5e217,TERM_3,6050,0,0,27-09-2024,Fees Collected for TERM_3 ON 27-09-2024
c434e915-8738-435f-bed0-d441fba5e217,TERM_4,6050,0,0,10-05-2025,Fees Collected for TERM_4 ON 10-05-2025
f51d4f7a-7dd4-4e06-ab06-b51da45acf5d,TERM_1,6050,0,0,24-09-2024,Fees Collected for TERM_1 ON 24-09-2024
f51d4f7a-7dd4-4e06-ab06-b51da45acf5d,TERM_2,6050,0,0,27-08-2025,Fees Collected for TERM_2 ON 27-08-2025
f51d4f7a-7dd4-4e06-ab06-b51da45acf5d,TERM_3,6050,0,0,09-07-2024,Fees Collected for TERM_3 ON 09-07-2024
f51d4f7a-7dd4-4e06-ab06-b51da45acf5d,TERM_4,0,0,0,11-12-2025,Fees Collected for TERM_4 ON 11-12-2025
34ac85b6-4a01-4344-a1d2-61cbd516ad79,TERM_1,6050,0,0,07-06-2025,Fees Collected for TERM_1 ON 07-06-2025
34ac85b6-4a01-4344-a1d2-61cbd516ad79,TERM_2,6050,0,0,08-11-2024,Fees Collected for TERM_2 ON 08-11-2024
34ac85b6-4a01-4344-a1d2-61cbd516ad79,TERM_3,6050,0,0,27-12-2024,Fees Collected for TERM_3 ON 27-12-2024
34ac85b6-4a01-4344-a1d2-61cbd516ad79,TERM_4,6050,0,0,18-03-2025,Fees Collected for TERM_4 ON 18-03-2025
fc1858bb-9e52-4c47-a4e4-b7543fde36d7,TERM_1,6050,0,0,15-10-2025,Fees Collected for TERM_1 ON 15-10-2025
fc1858bb-9e52-4c47-a4e4-b7543fde36d7,TERM_2,6050,0,0,09-11-2025,Fees Collected for TERM_2 ON 09-11-2025
fc1858bb-9e52-4c47-a4e4-b7543fde36d7,TERM_3,6050,0,0,21-06-2024,Fees Collected for TERM_3 ON 21-06-2024
fc1858bb-9e52-4c47-a4e4-b7543fde36d7,TERM_4,6050,0,0,08-02-2025,Fees Collected for TERM_4 ON 08-02-2025
1f5a5cd4-d17e-4c5b-b1f2-e47e81c75d00,TERM_1,6050,0,0,14-01-2025,Fees Collected for TERM_1 ON 14-01-2025
1f5a5cd4-d17e-4c5b-b1f2-e47e81c75d00,TERM_2,6050,0,0,26-12-2024,Fees Collected for TERM_2 ON 26-12-2024
1f5a5cd4-d17e-4c5b-b1f2-e47e81c75d00,TERM_3,6050,0,0,12-06-2025,Fees Collected for TERM_3 ON 12-06-2025
1f5a5cd4-d17e-4c5b-b1f2-e47e81c75d00,TERM_4,0,6050,0,26-12-2025,Fees Collected for TERM_4 ON 26-12-2025
68d50cdd-b333-4316-9911-b0f8ce4220d9,TERM_1,6050,0,0,09-09-2025,Fees Collected for TERM_1 ON 09-09-2025
68d50cdd-b333-4316-9911-b0f8ce4220d9,TERM_2,6050,0,0,03-10-2025,Fees Collected for TERM_2 ON 03-10-2025
68d50cdd-b333-4316-9911-b0f8ce4220d9,TERM_3,6050,0,0,21-05-2025,Fees Collected for TERM_3 ON 21-05-2025
68d50cdd-b333-4316-9911-b0f8ce4220d9,TERM_4,6050,0,0,21-05-2025,Fees Collected for TERM_4 ON 21-05-2025
d9d7c39d-87fd-4e37-a609-a108c3fc10ca,TERM_1,6050,0,0,08-09-2024,Fees Collected for TERM_1 ON 08-09-2024
d9d7c39d-87fd-4e37-a609-a108c3fc10ca,TERM_2,6050,0,0,03-02-2025,Fees Collected for TERM_2 ON 03-02-2025
d9d7c39d-87fd-4e37-a609-a108c3fc10ca,TERM_3,6050,0,0,15-09-2024,Fees Collected for TERM_3 ON 15-09-2024
d9d7c39d-87fd-4e37-a609-a108c3fc10ca,TERM_4,5550,500,0,21-05-2025,Fees Collected for TERM_4 ON 21-05-2025
aeed6aad-5ba8-4534-a9bf-080355802649,TERM_1,6050,0,0,05-08-2025,Fees Collected for TERM_1 ON 05-08-2025
aeed6aad-5ba8-4534-a9bf-080355802649,TERM_2,6050,0,0,28-10-2024,Fees Collected for TERM_2 ON 28-10-2024
aeed6aad-5ba8-4534-a9bf-080355802649,TERM_3,6050,0,0,28-09-2024,Fees Collected for TERM_3 ON 28-09-2024
aeed6aad-5ba8-4534-a9bf-080355802649,TERM_4,6050,0,0,20-10-2025,Fees Collected for TERM_4 ON 20-10-2025
a315cc67-adfc-42ab-adf3-810bcd23c06d,TERM_1,6050,0,0,21-09-2025,Fees Collected for TERM_1 ON 21-09-2025
a315cc67-adfc-42ab-adf3-810bcd23c06d,TERM_2,6050,0,0,06-08-2024,Fees Collected for TERM_2 ON 06-08-2024
a315cc67-adfc-42ab-adf3-810bcd23c06d,TERM_3,6050,0,0,23-03-2025,Fees Collected for TERM_3 ON 23-03-2025
