gradeId,classId,teacherId,day,period,subjectId
2,2,staff_ks_001,FRIDAY,PERIOD7,21
2,2,staff_ks_001,FRIDAY,PERIOD8,24
2,2,staff_ks_001,SATURDAY,PERIOD1,26
2,2,staff_ks_001,SATURDAY,PERIOD2,5
2,2,staff_ks_001,SATURDAY,PERIOD3,8
2,3,staff_ks_002,MONDAY,PERIOD2,5
2,3,staff_ks_002,MONDAY,PERIOD3,8
2,3,staff_ks_002,MONDAY,PERIOD4,9
2,3,staff_ks_002,MONDAY,PERIOD5,10
2,3,staff_ks_002,MONDAY,PERIOD6,14
2,3,staff_ks_002,MONDAY,PERIOD7,20
2,3,staff_ks_002,MONDAY,PERIOD8,21
2,3,staff_ks_002,TUESDAY,PERIOD1,24
2,3,staff_ks_002,TUESDAY,PERIOD2,26
2,3,staff_ks_002,TUESDAY,PERIOD3,5
2,3,staff_ks_002,TUESDAY,PERIOD4,8
2,3,staff_ks_002,TUESDAY,PERIOD5,9
2,3,staff_ks_002,TUESDAY,PERIOD6,10
2,3,staff_ks_002,TUESDAY,PERIOD8,14
2,3,staff_ks_002,WEDNESDAY,PERIOD1,20
2,3,staff_ks_002,WEDNESDAY,PERIOD2,21
2,3,staff_ks_002,WEDNESDAY,PERIOD3,24
2,3,staff_ks_002,WEDNESDAY,PERIOD5,26
2,3,staff_ks_002,WEDNESDAY,PERIOD6,5
2,3,staff_ks_002,WEDNESDAY,PERIOD7,8
2,3,staff_ks_002,WEDNESDAY,PERIOD8,9
2,3,staff_ks_002,THURSDAY,PERIOD1,10
2,3,staff_ks_002,THURSDAY,PERIOD2,14
2,3,staff_ks_002,THURSDAY,PERIOD3,20
2,3,staff_ks_002,THURSDAY,PERIOD4,21
2,3,staff_ks_002,THURSDAY,PERIOD5,24
2,3,staff_ks_002,THURSDAY,PERIOD6,26
2,3,staff_ks_002,THURSDAY,PERIOD7,5
2,3,staff_ks_002,FRIDAY,PERIOD1,8
2,3,staff_ks_002,FRIDAY,PERIOD2,9
2,3,staff_ks_002,FRIDAY,PERIOD3,10
2,3,staff_ks_002,FRIDAY,PERIOD4,14
2,3,staff_ks_002,FRIDAY,PERIOD5,20
2,3,staff_ks_002,FRIDAY,PERIOD7,21
2,3,staff_ks_002,FRIDAY,PERIOD8,24
2,3,staff_ks_002,SATURDAY,PERIOD2,26
2,3,staff_ks_002,SATURDAY,PERIOD3,5
2,3,staff_ks_002,SATURDAY,PERIOD4,8
3,4,staff_ks_003,MONDAY,PERIOD1,5
3,4,staff_ks_003,MONDAY,PERIOD3,8
3,4,staff_ks_003,MONDAY,PERIOD4,9
3,4,staff_ks_003,MONDAY,PERIOD5,10
3,4,staff_ks_003,MONDAY,PERIOD6,14
3,4,staff_ks_003,MONDAY,PERIOD7,16
3,4,staff_ks_003,MONDAY,PERIOD8,20
3,4,staff_ks_003,TUESDAY,PERIOD1,21
3,4,staff_ks_003,TUESDAY,PERIOD2,24
3,4,staff_ks_003,TUESDAY,PERIOD3,26
3,4,staff_ks_003,TUESDAY,PERIOD4,27
3,4,staff_ks_003,TUESDAY,PERIOD5,5
3,4,staff_ks_003,TUESDAY,PERIOD6,8
3,4,staff_ks_003,TUESDAY,PERIOD7,9
3,4,staff_ks_003,WEDNESDAY,PERIOD1,10
3,4,staff_ks_003,WEDNESDAY,PERIOD2,14
3,4,staff_ks_003,WEDNESDAY,PERIOD3,16
3,4,staff_ks_003,WEDNESDAY,PERIOD4,20
3,4,staff_ks_003,WEDNESDAY,PERIOD5,21
3,4,staff_ks_003,WEDNESDAY,PERIOD6,24
3,4,staff_ks_003,WEDNESDAY,PERIOD7,26
3,4,staff_ks_003,THURSDAY,PERIOD1,27
3,4,staff_ks_003,THURSDAY,PERIOD2,5
3,4,staff_ks_003,THURSDAY,PERIOD4,8
3,4,staff_ks_003,THURSDAY,PERIOD5,9
3,4,staff_ks_003,THURSDAY,PERIOD6,10
3,4,staff_ks_003,THURSDAY,PERIOD7,14
3,4,staff_ks_003,THURSDAY,PERIOD8,16
3,4,staff_ks_003,FRIDAY,PERIOD1,20
3,4,staff_ks_003,FRIDAY,PERIOD2,21
3,4,staff_ks_003,FRIDAY,PERIOD3,24
3,4,staff_ks_003,FRIDAY,PERIOD4,26
3,4,staff_ks_003,FRIDAY,PERIOD5,27
3,4,staff_ks_003,FRIDAY,PERIOD6,5
3,4,staff_ks_003,FRIDAY,PERIOD7,8
3,4,staff_ks_003,SATURDAY,PERIOD1,9
3,4,staff_ks_003,SATURDAY,PERIOD3,10
3,4,staff_ks_003,SATURDAY,PERIOD4,14
3,5,staff_ks_004,MONDAY,PERIOD1,5
3,5,staff_ks_004,MONDAY,PERIOD3,8
3,5,staff_ks_004,MONDAY,PERIOD4,9
3,5,staff_ks_004,MONDAY,PERIOD5,10
3,5,staff_ks_004,MONDAY,PERIOD6,14
3,5,staff_ks_004,MONDAY,PERIOD7,16
3,5,staff_ks_004,MONDAY,PERIOD8,20
3,5,staff_ks_004,TUESDAY,PERIOD1,21
3,5,staff_ks_004,TUESDAY,PERIOD2,24
3,5,staff_ks_004,TUESDAY,PERIOD3,26
3,5,staff_ks_004,TUESDAY,PERIOD4,27
3,5,staff_ks_004,TUESDAY,PERIOD5,5
3,5,staff_ks_004,TUESDAY,PERIOD6,8
3,5,staff_ks_004,TUESDAY,PERIOD7,9
3,5,staff_ks_004,WEDNESDAY,PERIOD1,10
3,5,staff_ks_004,WEDNESDAY,PERIOD2,14
3,5,staff_ks_004,WEDNESDAY,PERIOD3,16
3,5,staff_ks_004,WEDNESDAY,PERIOD4,20
3,5,staff_ks_004,WEDNESDAY,PERIOD5,21
3,5,staff_ks_004,WEDNESDAY,PERIOD6,24
3,5,staff_ks_004,WEDNESDAY,PERIOD8,26
3,5,staff_ks_004,THURSDAY,PERIOD1,27
3,5,staff_ks_004,THURSDAY,PERIOD2,5
3,5,staff_ks_004,THURSDAY,PERIOD4,8
3,5,staff_ks_004,THURSDAY,PERIOD5,9
3,5,staff_ks_004,THURSDAY,PERIOD6,10
3,5,staff_ks_004,THURSDAY,PERIOD7,14
3,5,staff_ks_004,THURSDAY,PERIOD8,16
3,5,staff_ks_004,FRIDAY,PERIOD1,20
3,5,staff_ks_004,FRIDAY,PERIOD3,21
3,5,staff_ks_004,FRIDAY,PERIOD4,24
3,5,staff_ks_004,FRIDAY,PERIOD5,26
3,5,staff_ks_004,FRIDAY,PERIOD6,27
3,5,staff_ks_004,FRIDAY,PERIOD7,5
3,5,staff_ks_004,FRIDAY,PERIOD8,8
3,5,staff_ks_004,SATURDAY,PERIOD1,9
3,5,staff_ks_004,SATURDAY,PERIOD2,10
3,5,staff_ks_004,SATURDAY,PERIOD4,14
3,6,staff_ks_005,MONDAY,PERIOD1,5
3,6,staff_ks_005,MONDAY,PERIOD2,8
3,6,staff_ks_005,MONDAY,PERIOD3,9
3,6,staff_ks_005,MONDAY,PERIOD4,10
3,6,staff_ks_005,MONDAY,PERIOD6,14
3,6,staff_ks_005,MONDAY,PERIOD7,16
3,6,staff_ks_005,MONDAY,PERIOD8,20
3,6,staff_ks_005,TUESDAY,PERIOD1,21
3,6,staff_ks_005,TUESDAY,PERIOD2,24
3,6,staff_ks_005,TUESDAY,PERIOD4,26
3,6,staff_ks_005,TUESDAY,PERIOD5,27
3,6,staff_ks_005,TUESDAY,PERIOD6,5
3,6,staff_ks_005,TUESDAY,PERIOD7,8
3,6,staff_ks_005,TUESDAY,PERIOD8,9
3,6,staff_ks_005,WEDNESDAY,PERIOD2,10
3,6,staff_ks_005,WEDNESDAY,PERIOD3,14
3,6,staff_ks_005,WEDNESDAY,PERIOD4,16
3,6,staff_ks_005,WEDNESDAY,PERIOD5,20
3,6,staff_ks_005,WEDNESDAY,PERIOD6,21
3,6,staff_ks_005,WEDNESDAY,PERIOD7,24
3,6,staff_ks_005,WEDNESDAY,PERIOD8,26
3,6,staff_ks_005,THURSDAY,PERIOD1,27
3,6,staff_ks_005,THURSDAY,PERIOD2,5
3,6,staff_ks_005,THURSDAY,PERIOD3,8
3,6,staff_ks_005,THURSDAY,PERIOD4,9
3,6,staff_ks_005,THURSDAY,PERIOD5,10
3,6,staff_ks_005,THURSDAY,PERIOD6,14
3,6,staff_ks_005,THURSDAY,PERIOD8,16
3,6,staff_ks_005,FRIDAY,PERIOD1,20
3,6,staff_ks_005,FRIDAY,PERIOD3,21
3,6,staff_ks_005,FRIDAY,PERIOD4,24
3,6,staff_ks_005,FRIDAY,PERIOD5,26
3,6,staff_ks_005,FRIDAY,PERIOD6,27
3,6,staff_ks_005,FRIDAY,PERIOD7,5
3,6,staff_ks_005,FRIDAY,PERIOD8,8
3,6,staff_ks_005,SATURDAY,PERIOD1,9
3,6,staff_ks_005,SATURDAY,PERIOD3,10
3,6,staff_ks_005,SATURDAY,PERIOD4,14
4,7,staff_ks_007,MONDAY,PERIOD1,4
4,7,staff_ks_007,MONDAY,PERIOD2,5
4,7,staff_ks_007,MONDAY,PERIOD4,6
4,7,staff_ks_007,MONDAY,PERIOD5,7
4,7,staff_ks_007,MONDAY,PERIOD6,10
4,7,staff_ks_007,MONDAY,PERIOD7,11
4,7,staff_ks_007,MONDAY,PERIOD8,14
4,7,staff_ks_007,TUESDAY,PERIOD2,16
4,7,staff_ks_007,TUESDAY,PERIOD3,18
4,7,staff_ks_007,TUESDAY,PERIOD4,19
4,7,staff_ks_007,TUESDAY,PERIOD5,23
4,7,staff_ks_007,TUESDAY,PERIOD6,26
4,7,staff_ks_007,TUESDAY,PERIOD7,27
4,7,staff_ks_007,TUESDAY,PERIOD8,4
4,7,staff_ks_007,WEDNESDAY,PERIOD1,5
4,7,staff_ks_007,WEDNESDAY,PERIOD2,6
4,7,staff_ks_007,WEDNESDAY,PERIOD3,7
4,7,staff_ks_007,WEDNESDAY,PERIOD4,10
4,7,staff_ks_007,WEDNESDAY,PERIOD6,11
4,7,staff_ks_007,WEDNESDAY,PERIOD7,14
4,7,staff_ks_007,WEDNESDAY,PERIOD8,16
4,7,staff_ks_007,THURSDAY,PERIOD2,18
4,7,staff_ks_007,THURSDAY,PERIOD3,19
4,7,staff_ks_007,THURSDAY,PERIOD4,23
4,7,staff_ks_007,THURSDAY,PERIOD5,26
4,7,staff_ks_007,THURSDAY,PERIOD6,27
4,7,staff_ks_007,THURSDAY,PERIOD7,4
4,7,staff_ks_007,THURSDAY,PERIOD8,5
4,7,staff_ks_007,FRIDAY,PERIOD1,6
4,7,staff_ks_007,FRIDAY,PERIOD2,7
4,7,staff_ks_007,FRIDAY,PERIOD3,10
4,7,staff_ks_007,FRIDAY,PERIOD5,11
4,7,staff_ks_007,FRIDAY,PERIOD6,14
4,7,staff_ks_007,FRIDAY,PERIOD7,16
4,7,staff_ks_007,FRIDAY,PERIOD8,18
4,7,staff_ks_007,SATURDAY,PERIOD2,19
4,7,staff_ks_007,SATURDAY,PERIOD3,23
4,7,staff_ks_007,SATURDAY,PERIOD4,26
4,8,staff_ks_008,MONDAY,PERIOD1,4
4,8,staff_ks_008,MONDAY,PERIOD2,5
4,8,staff_ks_008,MONDAY,PERIOD3,6
4,8,staff_ks_008,MONDAY,PERIOD4,7
4,8,staff_ks_008,MONDAY,PERIOD5,10
4,8,staff_ks_008,MONDAY,PERIOD6,11
4,8,staff_ks_008,MONDAY,PERIOD8,14
4,8,staff_ks_008,TUESDAY,PERIOD1,16
4,8,staff_ks_008,TUESDAY,PERIOD2,18
4,8,staff_ks_008,TUESDAY,PERIOD3,19
4,8,staff_ks_008,TUESDAY,PERIOD5,23
4,8,staff_ks_008,TUESDAY,PERIOD6,26
4,8,staff_ks_008,TUESDAY,PERIOD7,27
4,8,staff_ks_008,TUESDAY,PERIOD8,4
4,8,staff_ks_008,WEDNESDAY,PERIOD1,5
4,8,staff_ks_008,WEDNESDAY,PERIOD2,6
4,8,staff_ks_008,WEDNESDAY,PERIOD3,7
4,8,staff_ks_008,WEDNESDAY,PERIOD4,10
4,8,staff_ks_008,WEDNESDAY,PERIOD5,11
4,8,staff_ks_008,WEDNESDAY,PERIOD7,14
4,8,staff_ks_008,WEDNESDAY,PERIOD8,16
4,8,staff_ks_008,THURSDAY,PERIOD1,18
4,8,staff_ks_008,THURSDAY,PERIOD2,19
4,8,staff_ks_008,THURSDAY,PERIOD3,23
4,8,staff_ks_008,THURSDAY,PERIOD4,26
4,8,staff_ks_008,THURSDAY,PERIOD6,27
4,8,staff_ks_008,THURSDAY,PERIOD7,4
4,8,staff_ks_008,THURSDAY,PERIOD8,5
4,8,staff_ks_008,FRIDAY,PERIOD1,6
4,8,staff_ks_008,FRIDAY,PERIOD2,7
4,8,staff_ks_008,FRIDAY,PERIOD3,10
4,8,staff_ks_008,FRIDAY,PERIOD4,11
4,8,staff_ks_008,FRIDAY,PERIOD6,14
4,8,staff_ks_008,FRIDAY,PERIOD7,16
4,8,staff_ks_008,FRIDAY,PERIOD8,18
4,8,staff_ks_008,SATURDAY,PERIOD1,19
4,8,staff_ks_008,SATURDAY,PERIOD2,23
4,8,staff_ks_008,SATURDAY,PERIOD3,26
4,9,staff_ks_009,MONDAY,PERIOD1,4
4,9,staff_ks_009,MONDAY,PERIOD2,5
4,9,staff_ks_009,MONDAY,PERIOD4,6
4,9,staff_ks_009,MONDAY,PERIOD5,7
4,9,staff_ks_009,MONDAY,PERIOD6,10
4,9,staff_ks_009,MONDAY,PERIOD7,11
4,9,staff_ks_009,MONDAY,PERIOD8,14
4,9,staff_ks_009,TUESDAY,PERIOD1,16
4,9,staff_ks_009,TUESDAY,PERIOD2,18
4,9,staff_ks_009,TUESDAY,PERIOD3,19
4,9,staff_ks_009,TUESDAY,PERIOD4,23
4,9,staff_ks_009,TUESDAY,PERIOD6,26
4,9,staff_ks_009,TUESDAY,PERIOD7,27
4,9,staff_ks_009,TUESDAY,PERIOD8,4
4,9,staff_ks_009,WEDNESDAY,PERIOD1,5
4,9,staff_ks_009,WEDNESDAY,PERIOD2,6
4,9,staff_ks_009,WEDNESDAY,PERIOD3,7
4,9,staff_ks_009,WEDNESDAY,PERIOD4,10
4,9,staff_ks_009,WEDNESDAY,PERIOD5,11
4,9,staff_ks_009,WEDNESDAY,PERIOD6,14
4,9,staff_ks_009,WEDNESDAY,PERIOD7,16
4,9,staff_ks_009,THURSDAY,PERIOD1,18
4,9,staff_ks_009,THURSDAY,PERIOD2,19
4,9,staff_ks_009,THURSDAY,PERIOD4,23
4,9,staff_ks_009,THURSDAY,PERIOD5,26
4,9,staff_ks_009,THURSDAY,PERIOD6,27
4,9,staff_ks_009,THURSDAY,PERIOD7,4
4,9,staff_ks_009,THURSDAY,PERIOD8,5
4,9,staff_ks_009,FRIDAY,PERIOD1,6
4,9,staff_ks_009,FRIDAY,PERIOD2,7
4,9,staff_ks_009,FRIDAY,PERIOD3,10
4,9,staff_ks_009,FRIDAY,PERIOD4,11
4,9,staff_ks_009,FRIDAY,PERIOD5,14
4,9,staff_ks_009,FRIDAY,PERIOD7,16
4,9,staff_ks_009,FRIDAY,PERIOD8,18
4,9,staff_ks_009,SATURDAY,PERIOD1,19
4,9,staff_ks_009,SATURDAY,PERIOD2,23
4,9,staff_ks_009,SATURDAY,PERIOD4,26
4,10,staff_ks_012,MONDAY,PERIOD1,4
4,10,staff_ks_012,MONDAY,PERIOD2,5
4,10,staff_ks_012,MONDAY,PERIOD3,6
4,10,staff_ks_012,MONDAY,PERIOD4,7
4,10,staff_ks_012,MONDAY,PERIOD6,10
4,10,staff_ks_012,MONDAY,PERIOD7,11
4,10,staff_ks_012,MONDAY,PERIOD8,14
4,10,staff_ks_012,TUESDAY,PERIOD1,16
4,10,staff_ks_012,TUESDAY,PERIOD2,18
4,10,staff_ks_012,TUESDAY,PERIOD3,19
4,10,staff_ks_012,TUESDAY,PERIOD4,23
4,10,staff_ks_012,TUESDAY,PERIOD5,26
4,10,staff_ks_012,TUESDAY,PERIOD6,27
4,10,staff_ks_012,TUESDAY,PERIOD8,4
4,10,staff_ks_012,WEDNESDAY,PERIOD1,5
4,10,staff_ks_012,WEDNESDAY,PERIOD2,6
4,10,staff_ks_012,WEDNESDAY,PERIOD3,7
4,10,staff_ks_012,WEDNESDAY,PERIOD4,10
4,10,staff_ks_012,WEDNESDAY,PERIOD6,11
4,10,staff_ks_012,WEDNESDAY,PERIOD7,14
4,10,staff_ks_012,WEDNESDAY,PERIOD8,16
4,10,staff_ks_012,THURSDAY,PERIOD1,18
4,10,staff_ks_012,THURSDAY,PERIOD2,19
4,10,staff_ks_012,THURSDAY,PERIOD3,23
4,10,staff_ks_012,THURSDAY,PERIOD4,26
4,10,staff_ks_012,THURSDAY,PERIOD5,27
4,10,staff_ks_012,THURSDAY,PERIOD7,4
4,10,staff_ks_012,THURSDAY,PERIOD8,5
4,10,staff_ks_012,FRIDAY,PERIOD1,6
4,10,staff_ks_012,FRIDAY,PERIOD2,7
4,10,staff_ks_012,FRIDAY,PERIOD4,10
4,10,staff_ks_012,FRIDAY,PERIOD5,11
4,10,staff_ks_012,FRIDAY,PERIOD6,14
4,10,staff_ks_012,FRIDAY,PERIOD7,16
4,10,staff_ks_012,FRIDAY,PERIOD8,18
4,10,staff_ks_012,SATURDAY,PERIOD2,19
4,10,staff_ks_012,SATURDAY,PERIOD3,23
4,10,staff_ks_012,SATURDAY,PERIOD4,26
5,11,staff_ks_015,MONDAY,PERIOD1,4
5,11,staff_ks_015,MONDAY,PERIOD2,5
5,11,staff_ks_015,MONDAY,PERIOD4,6
5,11,staff_ks_015,MONDAY,PERIOD5,7
5,11,staff_ks_015,MONDAY,PERIOD6,10
5,11,staff_ks_015,MONDAY,PERIOD7,11
5,11,staff_ks_015,MONDAY,PERIOD8,14
5,11,staff_ks_015,TUESDAY,PERIOD1,16
5,11,staff_ks_015,TUESDAY,PERIOD2,18
5,11,staff_ks_015,TUESDAY,PERIOD3,19
5,11,staff_ks_015,TUESDAY,PERIOD4,23
5,11,staff_ks_015,TUESDAY,PERIOD5,26
5,11,staff_ks_015,TUESDAY,PERIOD6,4
5,11,staff_ks_015,TUESDAY,PERIOD8,5
5,11,staff_ks_015,WEDNESDAY,PERIOD1,6
5,11,staff_ks_015,WEDNESDAY,PERIOD2,7
5,11,staff_ks_015,WEDNESDAY,PERIOD3,10
5,11,staff_ks_015,WEDNESDAY,PERIOD5,11
5,11,staff_ks_015,WEDNESDAY,PERIOD6,14
5,11,staff_ks_015,WEDNESDAY,PERIOD7,16
5,11,staff_ks_015,WEDNESDAY,PERIOD8,18
5,11,staff_ks_015,THURSDAY,PERIOD2,19
5,11,staff_ks_015,THURSDAY,PERIOD3,23
5,11,staff_ks_015,THURSDAY,PERIOD4,26
5,11,staff_ks_015,THURSDAY,PERIOD5,4
5,11,staff_ks_015,THURSDAY,PERIOD6,5
5,11,staff_ks_015,THURSDAY,PERIOD7,6
5,11,staff_ks_015,THURSDAY,PERIOD8,7
5,11,staff_ks_015,FRIDAY,PERIOD1,10
5,11,staff_ks_015,FRIDAY,PERIOD2,11
5,11,staff_ks_015,FRIDAY,PERIOD3,14
5,11,staff_ks_015,FRIDAY,PERIOD4,16
5,11,staff_ks_015,FRIDAY,PERIOD5,18
5,11,staff_ks_015,FRIDAY,PERIOD6,19
5,11,staff_ks_015,FRIDAY,PERIOD7,23
5,11,staff_ks_015,SATURDAY,PERIOD1,26
5,11,staff_ks_015,SATURDAY,PERIOD3,4
5,11,staff_ks_015,SATURDAY,PERIOD4,5
5,12,staff_ks_016,MONDAY,PERIOD1,4
5,12,staff_ks_016,MONDAY,PERIOD2,5
5,12,staff_ks_016,MONDAY,PERIOD4,6
5,12,staff_ks_016,MONDAY,PERIOD5,7
5,12,staff_ks_016,MONDAY,PERIOD6,10
5,12,staff_ks_016,MONDAY,PERIOD7,11
5,12,staff_ks_016,MONDAY,PERIOD8,14
5,12,staff_ks_016,TUESDAY,PERIOD1,16
5,12,staff_ks_016,TUESDAY,PERIOD2,18
5,12,staff_ks_016,TUESDAY,PERIOD3,19
5,12,staff_ks_016,TUESDAY,PERIOD4,23
5,12,staff_ks_016,TUESDAY,PERIOD6,26
5,12,staff_ks_016,TUESDAY,PERIOD7,4
5,12,staff_ks_016,TUESDAY,PERIOD8,5
5,12,staff_ks_016,WEDNESDAY,PERIOD1,6
5,12,staff_ks_016,WEDNESDAY,PERIOD2,7
5,12,staff_ks_016,WEDNESDAY,PERIOD3,10
5,12,staff_ks_016,WEDNESDAY,PERIOD4,11
5,12,staff_ks_016,WEDNESDAY,PERIOD5,14
5,12,staff_ks_016,WEDNESDAY,PERIOD6,16
5,12,staff_ks_016,WEDNESDAY,PERIOD7,18
5,12,staff_ks_016,THURSDAY,PERIOD1,19
5,12,staff_ks_016,THURSDAY,PERIOD2,23
5,12,staff_ks_016,THURSDAY,PERIOD3,26
5,12,staff_ks_016,THURSDAY,PERIOD4,4
5,12,staff_ks_016,THURSDAY,PERIOD6,5
5,12,staff_ks_016,THURSDAY,PERIOD7,6
5,12,staff_ks_016,THURSDAY,PERIOD8,7
5,12,staff_ks_016,FRIDAY,PERIOD1,10
5,12,staff_ks_016,FRIDAY,PERIOD2,11
5,12,staff_ks_016,FRIDAY,PERIOD3,14
5,12,staff_ks_016,FRIDAY,PERIOD4,16
5,12,staff_ks_016,FRIDAY,PERIOD5,18
5,12,staff_ks_016,FRIDAY,PERIOD6,19
5,12,staff_ks_016,FRIDAY,PERIOD8,23
5,12,staff_ks_016,SATURDAY,PERIOD1,26
5,12,staff_ks_016,SATURDAY,PERIOD2,4
5,12,staff_ks_016,SATURDAY,PERIOD3,5
5,13,staff_ks_017,MONDAY,PERIOD2,4
5,13,staff_ks_017,MONDAY,PERIOD3,5
5,13,staff_ks_017,MONDAY,PERIOD4,6
5,13,staff_ks_017,MONDAY,PERIOD5,7
5,13,staff_ks_017,MONDAY,PERIOD6,10
5,13,staff_ks_017,MONDAY,PERIOD7,11
5,13,staff_ks_017,MONDAY,PERIOD8,14
5,13,staff_ks_017,TUESDAY,PERIOD1,16
5,13,staff_ks_017,TUESDAY,PERIOD3,18
5,13,staff_ks_017,TUESDAY,PERIOD4,19
5,13,staff_ks_017,TUESDAY,PERIOD5,23
5,13,staff_ks_017,TUESDAY,PERIOD6,26
5,13,staff_ks_017,TUESDAY,PERIOD7,4
5,13,staff_ks_017,TUESDAY,PERIOD8,5
5,13,staff_ks_017,WEDNESDAY,PERIOD1,6
5,13,staff_ks_017,WEDNESDAY,PERIOD2,7
5,13,staff_ks_017,WEDNESDAY,PERIOD3,10
5,13,staff_ks_017,WEDNESDAY,PERIOD4,11
5,13,staff_ks_017,WEDNESDAY,PERIOD5,14
5,13,staff_ks_017,WEDNESDAY,PERIOD6,16
5,13,staff_ks_017,WEDNESDAY,PERIOD8,18
5,13,staff_ks_017,THURSDAY,PERIOD1,19
5,13,staff_ks_017,THURSDAY,PERIOD2,23
5,13,staff_ks_017,THURSDAY,PERIOD3,26
5,13,staff_ks_017,THURSDAY,PERIOD4,4
5,13,staff_ks_017,THURSDAY,PERIOD5,5
5,13,staff_ks_017,THURSDAY,PERIOD6,6
5,13,staff_ks_017,THURSDAY,PERIOD7,7
5,13,staff_ks_017,FRIDAY,PERIOD2,10
5,13,staff_ks_017,FRIDAY,PERIOD3,11
5,13,staff_ks_017,FRIDAY,PERIOD4,14
5,13,staff_ks_017,FRIDAY,PERIOD5,16
5,13,staff_ks_017,FRIDAY,PERIOD6,18
5,13,staff_ks_017,FRIDAY,PERIOD7,19
5,13,staff_ks_017,FRIDAY,PERIOD8,23
5,13,staff_ks_017,SATURDAY,PERIOD1,26
5,13,staff_ks_017,SATURDAY,PERIOD3,4
5,13,staff_ks_017,SATURDAY,PERIOD4,5
5,14,staff_ks_018,MONDAY,PERIOD1,4
5,14,staff_ks_018,MONDAY,PERIOD2,5
5,14,staff_ks_018,MONDAY,PERIOD3,6
5,14,staff_ks_018,MONDAY,PERIOD4,7
5,14,staff_ks_018,MONDAY,PERIOD5,10
5,14,staff_ks_018,MONDAY,PERIOD6,11
5,14,staff_ks_018,MONDAY,PERIOD8,14
5,14,staff_ks_018,TUESDAY,PERIOD1,16
5,14,staff_ks_018,TUESDAY,PERIOD2,18
5,14,staff_ks_018,TUESDAY,PERIOD3,19
5,14,staff_ks_018,TUESDAY,PERIOD4,23
5,14,staff_ks_018,TUESDAY,PERIOD5,26
5,14,staff_ks_018,TUESDAY,PERIOD7,4
5,14,staff_ks_018,TUESDAY,PERIOD8,5
5,14,staff_ks_018,WEDNESDAY,PERIOD1,6
5,14,staff_ks_018,WEDNESDAY,PERIOD2,7
5,14,staff_ks_018,WEDNESDAY,PERIOD3,10
5,14,staff_ks_018,WEDNESDAY,PERIOD4,11
5,14,staff_ks_018,WEDNESDAY,PERIOD6,14
